Weisshorn	wn31-09500697-n
Lynchburg, Tennessee	wn31-09173869-n
Robert Browning	wn31-10886651-n
Norwegian Sea	wn31-09397217-n
Billy Graham	wn31-11030381-n
Hillel II	wn31-11070431-n
Wall Street	wn31-09145446-n
James Agee	wn31-10829180-n
Battle of Poitiers	wn31-01294332-n
Firth of Forth	wn31-09303637-n
Battle of Blenheim	wn31-01274408-n
Henry Kissinger	wn31-11126280-n
Resurrection of Jesus	wn31-07326636-n
McAllen, Texas	wn31-09168174-n
Karbala	wn31-08934346-n
Baron d'Holbach	wn31-10955318-n
Orléanais	wn31-08964591-n
Western Roman Empire	wn31-08818763-n
Antigua and Barbuda	wn31-08727537-n
John Tyndall	wn31-11374738-n
Irving Berlin	wn31-10867050-n
Iwo Jima	wn31-08946841-n
Edith Cavell	wn31-10907903-n
William Tyndale	wn31-11374328-n
Knossos	wn31-08802433-n
Punjab (region)	wn31-08923052-n
Georg Philipp Telemann	wn31-11354920-n
Aletta Jacobs	wn31-11097752-n
Lucy Craft Laney	wn31-11136274-n
City of Westminster	wn31-08895774-n
Lorenz Hart	wn31-11052537-n
Federated States of Micronesia	wn31-08855878-n
José Ortega y Gasset	wn31-11237302-n
Nabu	wn31-09542731-n
The Pentagon	wn31-03918615-n
Victoria Falls	wn31-09494768-n
Bosphorus Bridge	wn31-02879435-n
Rachel Carson	wn31-10904349-n
Chattanooga, Tennessee	wn31-09163299-n
Jean-François Millet	wn31-11200347-n
Puerto Rico	wn31-08770647-n
Noah Webster	wn31-11399103-n
Ross Sea	wn31-09440118-n
Georgetown, Guyana	wn31-08968477-n
West Berlin	wn31-08787669-n
Los Angeles	wn31-09086143-n
Gary Cooper	wn31-10929055-n
Astana	wn31-09042489-n
Giambattista Bodoni	wn31-10873861-n
Second Crusade	wn31-00971329-n
Yorkshire	wn31-08905438-n
Elias Howe	wn31-11082419-n
Francis Townsend	wn31-11367075-n
Marcel Duchamp	wn31-10964230-n
Miguel de Cervantes	wn31-10908784-n
Great Smoky Mountains	wn31-09316823-n
The Maritimes	wn31-08840570-n
Émile Gaboriau	wn31-11006706-n
Al Hudaydah	wn31-09187939-n
Titan (moon)	wn31-09482399-n
Ferenc Molnár	wn31-11204815-n
Howard Pyle	wn31-11269549-n
Holofernes	wn31-11077216-n
Tierra del Fuego	wn31-08740227-n
Clio	wn31-09589565-n
Shikoku	wn31-08941386-n
Persian Gulf	wn31-09413317-n
Saint John River (Bay of Fundy)	wn31-09442414-n
Hobart	wn31-08853272-n
Fritz Albert Lipmann	wn31-11153928-n
Red Sea	wn31-09429429-n
Pushan	wn31-09551058-n
Lady Jane Grey	wn31-11035868-n
Beirut	wn31-08977579-n
Lake Tana	wn31-09356240-n
Elie Wiesel	wn31-11405743-n
Al-Itihaad al-Islamiya	wn31-08029116-n
Lehigh River	wn31-09360437-n
Mount Olympus	wn31-09401441-n
Appalachia	wn31-08510503-n
Franz Werfel	wn31-11401578-n
Geneva	wn31-09055079-n
Frisian Islands	wn31-08971730-n
Belmont Park	wn31-02830473-n
Marrakesh	wn31-08992540-n
Reinhold Niebuhr	wn31-11226875-n
Edward the Confessor	wn31-10972135-n
Howard Florey	wn31-10993489-n
Mikhail Glinka	wn31-11022418-n
Samuel Butler (novelist)	wn31-10896265-n
Battle of Fontenoy	wn31-01281366-n
Jean-Luc Godard	wn31-11022680-n
Gulf of Tehuantepec	wn31-09322791-n
Málaga	wn31-09048984-n
Maurice Maeterlinck	wn31-11168889-n
Fritz Haber	wn31-11041174-n
Jezebel	wn31-11104504-n
Inner Mongolia	wn31-08747804-n
Sergei Prokofiev	wn31-11266992-n
John Greenleaf Whittier	wn31-11405272-n
Lander, Wyoming	wn31-09182751-n
Colonel Blimp	wn31-09615321-n
Sitting Bull	wn31-11323693-n
Cotacachi Volcano	wn31-09197063-n
Shenandoah National Park	wn31-08626688-n
Agdistis	wn31-09600092-n
Frederick William II of Prussia	wn31-11001085-n
Procyon (genus)	wn31-02510494-n
Orange Volunteers	wn31-08053601-n
University of Washington	wn31-04520466-n
John L. Lewis	wn31-11150651-n
Excalibur	wn31-03306975-n
Pope Benedict XIV	wn31-10863627-n
Brattleboro, Vermont	wn31-09171278-n
Adige	wn31-09210640-n
Laredo, Texas	wn31-09167820-n
Sarvepalli Radhakrishnan	wn31-11271985-n
Lausanne	wn31-09055456-n
Erin	wn31-08878993-n
Stephen Samuel Wise	wn31-11413310-n
George Armstrong Custer	wn31-10938813-n
Queensboro Bridge	wn31-04040123-n
Robert H. Goddard	wn31-11022891-n
Bobby Jones (golfer)	wn31-11110502-n
Sinai Peninsula	wn31-09195648-n
Frankfurt	wn31-08790755-n
Biblical and Talmudic units of measurement	wn31-00258637-n
Bamako	wn31-08988309-n
Friedrich Engels	wn31-10979215-n
Second Battle of the Marne	wn31-01273921-n
Mount Shasta	wn31-09454473-n
Judith Jamison	wn31-11100591-n
Caledonian Canal	wn31-02942708-n
Books of Chronicles	wn31-06447586-n
Thomas Sully	wn31-11345260-n
Procrustes	wn31-09592838-n
Ira Gershwin	wn31-11017064-n
Mid-Atlantic states	wn31-09071759-n
Maurice de Saxe	wn31-11303290-n
Ascension of Jesus	wn31-07326440-n
Mauna Kea	wn31-09199343-n
Bartolomeo Eustachi	wn31-10983042-n
Edward Bulwer-Lytton	wn31-11166484-n
Brooklyn Bridge	wn31-02909903-n
Yosemite Falls	wn31-09505845-n
John Quincy Adams	wn31-10827957-n
John F. Kennedy	wn31-11120990-n
Lufkin, Texas	wn31-09168078-n
Gustav IV Adolf of Sweden	wn31-11040065-n
Brisbane	wn31-08851869-n
Greensboro, North Carolina	wn31-09151620-n
Oregon	wn31-09155698-n
Yggdrasil	wn31-09607900-n
Giacomo Casanova	wn31-10905746-n
Jonathan Swift	wn31-11346864-n
Wright brothers	wn31-11418778-n
Buffalo Bill	wn31-10924022-n
Henry the Fowler	wn31-11060796-n
Barack Obama	wn31-10895767-n
Robert's Rules of Order	wn31-10554406-n
George III of the United Kingdom	wn31-11015288-n
Helen Keller	wn31-11119075-n
Osbat al-Ansar	wn31-08034010-n
Vatican City	wn31-09184245-n
John B. Watson	wn31-11396395-n
Rudolf Steiner	wn31-11335244-n
Lower Egypt	wn31-08918070-n
Chester, Pennsylvania	wn31-09158694-n
Isles of Scilly	wn31-08907690-n
Wisconsin	wn31-09179934-n
Anguilla	wn31-08726575-n
Ciudad Victoria	wn31-08760725-n
Asmara	wn31-08795667-n
Huntington, Texas	wn31-09179012-n
Victoria, Texas	wn31-09169418-n
Bethlehem, Pennsylvania	wn31-09157947-n
Grand River (Michigan)	wn31-09314091-n
Pyotr Ilyich Tchaikovsky	wn31-11353757-n
Charles-Augustin de Coulomb	wn31-10932554-n
Rock of Gibraltar	wn31-09051211-n
Martin Luther King, Jr.	wn31-11125044-n
Georg Wilhelm Steller	wn31-11336136-n
Hebrew Bible	wn31-06464033-n
Mount Elbert	wn31-09384947-n
Sigmund Freud	wn31-11002123-n
Bernard Montgomery, 1st Viscount Montgomery of Alamein	wn31-11208306-n
William Wallace	wn31-11391773-n
Talcott Parsons	wn31-11244299-n
Messiah (Handel)	wn31-07056151-n
Lake Huron	wn31-09354441-n
Nellie Tayloe Ross	wn31-11290762-n
Monongahela River	wn31-09380477-n
Norway	wn31-08781940-n
Viktor Korchnoi	wn31-11129279-n
Sea of Okhotsk	wn31-09451075-n
Daniel Patrick Moynihan	wn31-11214195-n
Humber	wn31-09330046-n
Odessa, Texas	wn31-09168392-n
Bloomsbury	wn31-08895147-n
Hamburg	wn31-08791169-n
Naseby	wn31-08906264-n
Jessye Norman	wn31-11229418-n
Herman Hollerith	wn31-11076461-n
Rhineland	wn31-08793130-n
University of Oxford	wn31-03874187-n
Guadalajara	wn31-08761203-n
Book of Revelation	wn31-06459567-n
Fagin	wn31-09621772-n
Crispin and Crispinian	wn31-10935125-n
Martin Van Buren	wn31-11378714-n
Menelaus	wn31-09618233-n
Isfahan	wn31-08931785-n
Wilhelm Reich	wn31-11277149-n
Imperialism	wn31-00806570-n
Timimoun	wn31-08725401-n
Vladimir Mayakovsky	wn31-11186722-n
Arthur Fiedler	wn31-10990480-n
Judah (biblical person)	wn31-08816975-n
Ayurveda	wn31-06477701-n
Draco (lawgiver)	wn31-10962667-n
Battle of Bunker Hill	wn31-01276228-n
Frederic William Maitland	wn31-11170461-n
Charles II of England	wn31-10912538-n
Federico García Lorca	wn31-11009973-n
Joseph Priestley	wn31-11266532-n
Valkyrie	wn31-09613946-n
Gulf of Martaban	wn31-09321475-n
United States Capitol	wn31-02959936-n
Bedřich Smetana	wn31-11325154-n
Heinrich Schliemann	wn31-11305081-n
Epistle to the Ephesians	wn31-06455818-n
Thor	wn31-09608825-n
Cesar Chavez	wn31-10913960-n
Max Ernst	wn31-10980553-n
August Kekulé	wn31-11118866-n
Yalta	wn31-09039671-n
Tom Bradley (American politician)	wn31-10880595-n
Othello (character)	wn31-09625432-n
Thomas More	wn31-11210173-n
Revolutionary Communist League, National Committee	wn31-08035736-n
Books of Samuel	wn31-06446496-n
Neville Chamberlain	wn31-10909441-n
Lee Krasner	wn31-11130386-n
Toyohashi	wn31-08946004-n
Monroe, Louisiana	wn31-09114240-n
James Whitcomb Riley	wn31-11282458-n
Ninhursag	wn31-09544015-n
Henry Norris Russell	wn31-11295160-n
Yellowstone National Park	wn31-08627862-n
Paul Klee	wn31-11126820-n
Lashkar-e-Omar	wn31-08047464-n
Wind Cave National Park	wn31-08627415-n
Buckminster Fuller	wn31-11005436-n
Monte Pissis	wn31-09415854-n
Painted Desert (Arizona)	wn31-09194750-n
Pollux (star)	wn31-09420025-n
Getúlio Vargas	wn31-11380739-n
Daphne du Maurier	wn31-10965255-n
Thomas Hart Benton (painter)	wn31-10865522-n
Max Weber	wn31-11398657-n
Cumaná	wn31-09185374-n
Mikhail Gorbachev	wn31-11027746-n
Buster Keaton	wn31-11118370-n
Pope Pius V	wn31-11257065-n
André Maurois	wn31-11185702-n
Melvil Dewey	wn31-10953017-n
Gulf of Ob	wn31-09321880-n
Lead Belly	wn31-11143252-n
Luoyang	wn31-08745063-n
Saint Joseph	wn31-09130034-n
Lanzhou	wn31-08744415-n
Fort Myers, Florida	wn31-09095539-n
Prince Rupert of the Rhine	wn31-11294093-n
Antoni Gaudí	wn31-11012332-n
Adlai Stevenson II	wn31-11337744-n
Panama	wn31-08757039-n
Pocahontas	wn31-11260239-n
Alexander Selkirk	wn31-11311814-n
Vladimir Nabokov	wn31-11218971-n
Ramesses V	wn31-11273087-n
Luis Buñuel	wn31-10891242-n
Hartford, Connecticut	wn31-09091681-n
Vesta (mythology)	wn31-09587306-n
Pablo Neruda	wn31-11223785-n
Great Plains	wn31-09315917-n
Brașov	wn31-08832185-n
White Sea	wn31-09501940-n
Anchorage, Alaska	wn31-09078369-n
East China Sea	wn31-09294197-n
Arawn	wn31-09531208-n
Che Guevara	wn31-11038149-n
Demerara River	wn31-09288040-n
Judy Garland	wn31-11011161-n
Willem Einthoven	wn31-10974811-n
Anno Domini	wn31-15273907-n
Charles Ives	wn31-11095660-n
Grand Rapids, Michigan	wn31-09123437-n
Ask.com	wn31-06591470-n
Djibouti (city)	wn31-08780656-n
Ivan Lendl	wn31-11146071-n
Parmenides	wn31-11243632-n
Argos	wn31-08804512-n
Sergei Eisenstein	wn31-10975475-n
Frank R. Stockton	wn31-11338687-n
Salina, Kansas	wn31-09111276-n
Paipai people	wn31-09665950-n
Alexander Graham Bell	wn31-10861809-n
Moldova	wn31-09036956-n
Frank Winfield Woolworth	wn31-11417266-n
Ahab	wn31-10830001-n
Bohemia	wn31-08776715-n
Alben W. Barkley	wn31-10854286-n
Christian Dior	wn31-10956708-n
Jimmy Carter	wn31-10904583-n
Gulf of Suez	wn31-09322633-n
Yama (Hinduism)	wn31-09553263-n
Odysseus	wn31-09616218-n
Nicolaus Zinzendorf	wn31-11427460-n
Cetus	wn31-09263413-n
Hebei	wn31-08743759-n
John Dalton	wn31-10941076-n
Robert Lowell	wn31-11162778-n
Émile Littré	wn31-11155361-n
Canopus	wn31-09256041-n
William Shockley	wn31-11318800-n
Edgar Allan Poe	wn31-11260470-n
Hargeisa	wn31-09021419-n
Force 17	wn31-08038217-n
Tabriz	wn31-08932200-n
Honoré Daumier	wn31-10943273-n
Burrill Bernard Crohn	wn31-10935614-n
John Foster Dulles	wn31-10964678-n
Łódź	wn31-09006492-n
William Stubbs	wn31-11342932-n
Ronald Ross	wn31-11290938-n
Canberra	wn31-08851261-n
Aragon	wn31-09049830-n
Ravi Shankar	wn31-11315454-n
Manuel Rodríguez Patriotic Front	wn31-08050582-n
Samuel Butler (poet)	wn31-10896171-n
Turkey (bird)	wn31-01796629-n
Rob Roy MacGregor	wn31-11167338-n
John Venn	wn31-11382447-n
Gulf of Oman	wn31-09322031-n
Augustus Pugin	wn31-11268222-n
Caledonia	wn31-08911642-n
Edmund Kean	wn31-11118213-n
Peter Pan	wn31-09626002-n
Andorra	wn31-09045488-n
Copernicus (lunar crater)	wn31-09279088-n
Plotinus	wn31-11259979-n
Kan River	wn31-09309749-n
Russian Soviet Federative Socialist Republic	wn31-09030093-n
Harold Lloyd	wn31-11156204-n
Guru Granth Sahib	wn31-06442454-n
Hudson Bay	wn31-09329937-n
John Adams	wn31-10827804-n
Tijuana	wn31-08763980-n
Falkland Islands	wn31-08736224-n
Springfield, Missouri	wn31-09130677-n
Daegu	wn31-08976234-n
Roman Jakobson	wn31-11098764-n
Cremona	wn31-08826644-n
Eleanor Roosevelt	wn31-11290370-n
Neckar	wn31-09390724-n
Germany	wn31-08784821-n
Camden, New Jersey	wn31-09135986-n
Eyre Peninsula	wn31-09301068-n
Derrick Jensen	wn31-11102525-n
Murray River	wn31-09386317-n
Gloria Steinem	wn31-11335135-n
Nice	wn31-08957024-n
Wayne Gretzky	wn31-11035521-n
Pontiac (Ottawa leader)	wn31-11262586-n
John Hancock	wn31-11047412-n
Mosul	wn31-08934790-n
Harry Klinefelter	wn31-11127891-n
Desiderius Erasmus	wn31-10979849-n
Bangkok	wn31-09059355-n
Sculptor (constellation)	wn31-09449372-n
Council Bluffs, Iowa	wn31-09109060-n
Hejaz	wn31-09017885-n
Fertile Crescent	wn31-08809935-n
Great Lakes	wn31-09315657-n
Lynn Fontanne	wn31-10994263-n
Jacques Cartier	wn31-10904928-n
Rudolf Diesel	wn31-10954879-n
Battle of Pharsalus	wn31-01293204-n
Wales	wn31-08914683-n
Babylon	wn31-08936605-n
Jim Morrison	wn31-11212523-n
Hugo Wolf	wn31-11414393-n
Lucy Maud Montgomery	wn31-11208603-n
Pisces (constellation)	wn31-08705814-n
Bissau	wn31-08967800-n
Provisional Irish Republican Army	wn31-08041485-n
C. S. Forester	wn31-10995400-n
Caliphate	wn31-15273623-n
Lee Strasberg	wn31-11341046-n
Kandy	wn31-08737538-n
Kenneth Kaunda	wn31-11117810-n
Yorktown, Virginia	wn31-09175325-n
Minerva	wn31-09580761-n
Victoria, Seychelles	wn31-09019084-n
Martin Scorsese	wn31-11308808-n
Army for the Liberation of Rwanda	wn31-08033653-n
John Stuart Mill	wn31-11199277-n
John J. Pershing	wn31-11250770-n
Odin	wn31-09609501-n
Lincolnshire	wn31-08904418-n
Nicosia	wn31-08774965-n
Venezuela	wn31-09184596-n
Shetland	wn31-08973830-n
F. Scott Fitzgerald	wn31-10992086-n
Northampton	wn31-08906148-n
Kyzyl Kum	wn31-09193530-n
Battle of the Coral Sea	wn31-01278687-n
Luigi Pirandello	wn31-11255777-n
Alfred Kastler	wn31-11117515-n
Dylan ail Don	wn31-09532251-n
Lillian Russell	wn31-11295334-n
Arjuna	wn31-09509911-n
Bangor, County Down	wn31-08908594-n
Dwight L. Moody	wn31-11208732-n
Missoula, Montana	wn31-09131963-n
Paleozoic	wn31-15151883-n
Palestinian Popular Struggle Front	wn31-08055747-n
Cambrian Mountains	wn31-09254668-n
William Green (labor leader)	wn31-11033320-n
Amur River	wn31-09218981-n
Paul Mauser	wn31-11185844-n
Saint Kitts and Nevis	wn31-09009793-n
Southeast Asia	wn31-08732943-n
Centre-Val de Loire	wn31-08961199-n
Alan Paton	wn31-11245340-n
Colchis	wn31-09038023-n
George Meany	wn31-11190754-n
Lavrentiy Beria	wn31-10866289-n
Phintias (painter)	wn31-11253585-n
Rollo	wn31-11289226-n
Isaac Mayer Wise	wn31-11413119-n
Cyprus	wn31-08774717-n
Kamchatka Peninsula	wn31-09044328-n
Angus Wilson	wn31-11412205-n
Rockwell Kent	wn31-11121566-n
Sardinia	wn31-08828638-n
Thomas à Kempis	wn31-10830422-n
Anu	wn31-09538705-n
Martin (name)	wn31-11180045-n
Will Durant	wn31-10965691-n
Hans Adolf Krebs	wn31-11130607-n
Dortmund	wn31-08788551-n
Marc Chagall	wn31-10909285-n
Frederick Law Olmsted	wn31-11234503-n
W. S. Gilbert	wn31-11019580-n
Emperor Meiji	wn31-11191147-n
Mobile, Alabama	wn31-09076943-n
Apollo	wn31-09576896-n
John Webster	wn31-11399331-n
Jean Arp	wn31-10843750-n
Sub-Saharan Africa	wn31-09195377-n
Ohio State University	wn31-03848388-n
Malawi	wn31-08982383-n
50000 Quaoar	wn31-09424625-n
Lusaka	wn31-09188789-n
Claude Debussy	wn31-10946349-n
East River	wn31-09146054-n
Forbidden City	wn31-08742805-n
Christopher Wren	wn31-11418190-n
Charlie Chaplin	wn31-10910389-n
Tabuk, Saudi Arabia	wn31-09017383-n
Oliver Goldsmith	wn31-11025425-n
Richard Wright (author)	wn31-11418950-n
Santa Barbara, California	wn31-09089142-n
Yukon River	wn31-09506046-n
John Burgoyne	wn31-10892211-n
Canis Major	wn31-09255748-n
Thuringia	wn31-08794153-n
Mount Whitney	wn31-09502202-n
Saint Petersburg	wn31-09030824-n
Jean-Paul Marat	wn31-11175567-n
Thomas Moore	wn31-11209569-n
Managua	wn31-08756880-n
Albion	wn31-08893163-n
Oman	wn31-08997476-n
Sam Snead	wn31-11326755-n
Henry Fox Talbot	wn31-11349276-n
Patrick Manson	wn31-11174636-n
Mahabharata	wn31-06443166-n
Diego Rivera	wn31-11283677-n
Giorgio Vasari	wn31-11381283-n
Montserrat	wn31-08729133-n
Gottfried Wilhelm Leibniz	wn31-11145183-n
Alaric I	wn31-10830722-n
Salem, Tamil Nadu	wn31-08924826-n
Edgar Guest	wn31-11038679-n
Katmai National Park and Preserve	wn31-08623926-n
Ibadan	wn31-08996700-n
Liberty Bell	wn31-03665554-n
Gerd von Rundstedt	wn31-11293669-n
Maryland	wn31-09116564-n
Giovanni Schiaparelli	wn31-11304206-n
Alfred Russel Wallace	wn31-11391438-n
Europa (moon)	wn31-09298241-n
Ticino	wn31-08819398-n
Battle of Pydna	wn31-01294836-n
Murrumbidgee River	wn31-09386517-n
George Boole	wn31-10876867-n
Friesland	wn31-08971286-n
Jaroslav Hašek	wn31-11053866-n
Mami (goddess)	wn31-09544186-n
Pierre-Simon Laplace	wn31-11137441-n
Castor (star)	wn31-09260655-n
Herbert Kitchener	wn31-11126469-n
Jan Hus	wn31-11087875-n
A. E. W. Mason	wn31-11182905-n
Elizabeth Gaskell	wn31-11011736-n
Seth	wn31-09610584-n
Frans Hals	wn31-11045504-n
Elbe	wn31-09294464-n
Tantalus	wn31-09616825-n
Barbara Ward, Baroness Jackson of Lodsworth	wn31-11394276-n
Catherine the Great	wn31-10907172-n
Matterhorn	wn31-09372089-n
Swansea	wn31-08915998-n
University of Pennsylvania	wn31-04519771-n
Crimea	wn31-09037830-n
Manipur	wn31-08922510-n
Mother Teresa	wn31-11355873-n
Llŷr	wn31-09533296-n
Teton Range	wn31-09479990-n
Epistle of James	wn31-06458381-n
Prime meridian (Greenwich)	wn31-08617044-n
James Meade	wn31-11190594-n
Lake Baikal	wn31-09265673-n
Ernst Ludwig Kirchner	wn31-11126160-n
The Hoover Company	wn31-11079074-n
Big Bend (Texas)	wn31-08620206-n
Alexander Melville Bell	wn31-10862171-n
Theodosius I	wn31-11358167-n
Otto Jespersen	wn31-11103517-n
Cologne	wn31-08790140-n
Finland	wn31-08797356-n
Avesta	wn31-06442666-n
Orpheus	wn31-09595092-n
Jackson, Wyoming	wn31-09182652-n
Luis de Góngora	wn31-11026885-n
Battle of Plassey	wn31-01293803-n
Katharine Cornell	wn31-10931286-n
William Ewart Gladstone	wn31-11021664-n
Sixth Crusade	wn31-00972183-n
William Bligh	wn31-10872557-n
Minos	wn31-09587809-n
James Clerk Maxwell	wn31-11186494-n
Elizabeth River (Virginia)	wn31-09295501-n
T. E. Lawrence	wn31-11140824-n
Champaign, Illinois	wn31-09105793-n
Mahatma Gandhi	wn31-11009335-n
Vespasian	wn31-11384794-n
Marlene Dietrich	wn31-10955055-n
Uttar Pradesh	wn31-08925614-n
Malvina Hoffman	wn31-11074558-n
Cambridge	wn31-08898243-n
Isaac Newton	wn31-11225365-n
James Buchanan	wn31-10889518-n
Gustav Ludwig Hertz	wn31-11066717-n
Momus	wn31-09589043-n
Battle of Port Arthur	wn31-01294510-n
Empedocles	wn31-10978695-n
Alfred Harmsworth, 1st Viscount Northcliffe	wn31-11049294-n
Nakuru	wn31-08948875-n
Lord	wn31-09559474-n
Santa Cruz, California	wn31-09089615-n
Upper Normandy	wn31-08962281-n
Egyptian pyramids	wn31-04035601-n
Salman Rushdie	wn31-11294444-n
North Korea	wn31-08974855-n
Ivan the Terrible	wn31-11095209-n
St. Cloud, Minnesota	wn31-09125825-n
Paris	wn31-08952341-n
Susumu Tonegawa	wn31-11365700-n
Frederick Jackson Turner	wn31-11372696-n
Talmud	wn31-06474066-n
Gamal Abdel Nasser	wn31-11220802-n
Hans Holbein the Elder	wn31-11076055-n
Charles Watson-Wentworth, 2nd Marquess of Rockingham	wn31-11287333-n
Crater (constellation)	wn31-09282282-n
Uncompahgre Peak	wn31-09488420-n
Peter Carl Fabergé	wn31-10984821-n
Gallup, New Mexico	wn31-09138416-n
Telescopium	wn31-09478654-n
Lincoln Memorial	wn31-03675782-n
Livy	wn31-11155981-n
Francis Drake	wn31-10962858-n
Australian Alps	wn31-09234642-n
Charles Goodyear	wn31-11027616-n
Mawlamyine	wn31-08733909-n
Syracuse, Sicily	wn31-08827903-n
Aquila (genus)	wn31-01616836-n
Africa	wn31-09212308-n
Anaximander	wn31-10836248-n
Hillary Clinton	wn31-10922504-n
Cotonou	wn31-08777685-n
Philipp Lenard	wn31-11145947-n
Rochester, New York	wn31-09147869-n
Antigua	wn31-08727778-n
Chalcedon	wn31-09063674-n
James A. Garfield	wn31-11010729-n
Archibald MacLeish	wn31-11168142-n
Paul Ehrlich	wn31-10973597-n
Xerxes I	wn31-11421414-n
Teresa of Ávila	wn31-11356171-n
Citation (horse)	wn31-02386978-n
Okefenokee Swamp	wn31-09400926-n
Joseph Stalin	wn31-11332115-n
Hubert Wilkins	wn31-11407534-n
Lesbos	wn31-08801435-n
Maluku Islands	wn31-08929006-n
Wilmington, Delaware	wn31-09092861-n
Allen Tate	wn31-11352418-n
Gawain	wn31-11012929-n
Arnold Toynbee	wn31-11367312-n
Kansas River	wn31-09346376-n
Edward Gibbon	wn31-11017738-n
Brandenburg	wn31-08793430-n
Frédéric Auguste Bartholdi	wn31-10856151-n
Wichita Falls, Texas	wn31-09169649-n
Battle of the Granicus	wn31-01282359-n
Hydra (constellation)	wn31-09330458-n
Texas	wn31-09164256-n
Craig Venter	wn31-11382568-n
Al-Qaeda	wn31-08030577-n
Giosuè Carducci	wn31-10902045-n
Emily Post	wn31-11263710-n
Litany	wn31-06469112-n
Dasht-e Kavir	wn31-09191935-n
Cain and Abel	wn31-09610169-n
Phoenicia	wn31-08939466-n
Fort Lauderdale, Florida	wn31-09095315-n
Louis Sullivan	wn31-11344897-n
Christiaan Huygens	wn31-11090208-n
Ottoman Empire	wn31-09061072-n
Yucatán Peninsula	wn31-08757855-n
Utnapishtim	wn31-09545479-n
Beverly Sills	wn31-11320321-n
D. H. Lawrence	wn31-11140136-n
Plano, Texas	wn31-09168588-n
Aconcagua	wn31-09210101-n
Mount Vernon	wn31-09175524-n
Madeira River	wn31-09368024-n
Hector	wn31-09623205-n
William Henry Hudson	wn31-11084325-n
David Bushnell	wn31-10895912-n
Leon Battista Alberti	wn31-10831312-n
Grand Canal (Venice)	wn31-08831438-n
Edwin H. Land	wn31-11135548-n
Astrakhan	wn31-09026728-n
Jesse Owens	wn31-11239283-n
Henry Schoolcraft	wn31-11306107-n
Kazakhstan	wn31-09042096-n
Toni Morrison	wn31-11212339-n
Taichung	wn31-08748890-n
Jacob	wn31-10238060-n
Soho	wn31-08895284-n
Oklahoma	wn31-09154334-n
John Tenniel	wn31-11355221-n
Alexandre Dumas	wn31-10964894-n
Key West, Florida	wn31-09095947-n
City of San Marino	wn31-09014878-n
Elizabeth Ann Seton	wn31-11313962-n
Ethel Barrymore	wn31-10855462-n
John Tuzo Wilson	wn31-11411754-n
Qin Shi Huang	wn31-11270571-n
John C. Frémont	wn31-11001565-n
Ramesses I	wn31-11273087-n
Agra	wn31-08924083-n
Meriwether Lewis	wn31-11150930-n
Kathmandu	wn31-08926582-n
Paul Gauguin	wn31-11012524-n
East St. Louis, Illinois	wn31-09106333-n
John Donne	wn31-10959848-n
Île-de-France	wn31-08962402-n
Svengali	wn31-10701195-n
Meridian, Mississippi	wn31-09127772-n
Amman	wn31-08947321-n
Edward Calvin Kendall	wn31-11120452-n
